name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Maruti Ertiga SHVS ZDI Plus,2017,800000,55000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,200.0,13.592367006650065
Maruti Ritz VDi,2010,225000,64000,Diesel,Individual,Manual,Third Owner,5,21.1,1248,73.9,113.0,12.323855681186558
Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,5,17.3,993,60.0,78.0,10.915088464214607
Maruti Ertiga SHVS ZDI Plus,2016,900000,50000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,200.0,13.710150042306449
Volvo S60 D4 SUMMUM,2014,2500000,30000,Diesel,Individual,Automatic,First Owner,5,9.0,1984,181.0,400.0,14.73180128983843
Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,13.049792684569493
Maruti Zen LXI,2004,70000,150000,Petrol,Individual,Manual,First Owner,5,17.3,993,60.0,78.0,11.156250521031495
Tata Zest Revotron 1.2 XT,2016,400000,24177,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,140.0,12.89921982609012
Tata Indigo LX,2012,185000,80000,Diesel,Individual,Manual,First Owner,5,16.1,1405,70.0,4905.0,12.128111104060462
Maruti Wagon R LXI,2006,140000,150000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,11.84939770159144
Renault Lodgy 85PS RxE 7 Seater,2015,415000,120000,Diesel,Individual,Manual,Second Owner,7,21.04,1461,83.8,200.0,12.936033799212835
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000,121779,Diesel,Individual,Manual,First Owner,8,12.05,2179,120.0,290.0,13.184398768323781
Maruti Baleno Delta 1.3,2017,600000,56000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74.0,190.0,13.304684934198283
Maruti SX4 Vxi BSIII,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,15.0,1586,104.68,981.0,11.918390573078392
Maruti Swift LXI Option,2018,459999,12000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,113.0,13.038979594549872
Maruti Vitara Brezza ZDi,2017,800000,15381,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,200.0,13.592367006650065
Mahindra Bolero SLX 4WD BSIII,2011,310000,5000,Diesel,Individual,Manual,First Owner,7,13.6,2523,63.0,180.0,12.644327576461329
Nissan Terrano XV Premium 110 PS,2014,475000,40000,Diesel,Individual,Manual,First Owner,5,19.01,1461,108.5,248.0,13.071070083016778
Maruti Wagon R LXI CNG,2016,310000,35000,CNG,Individual,Manual,Second Owner,5,18.62,998,58.16,77.0,12.644327576461329
Maruti Alto K10 LXI,2018,350000,10000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,90.0,12.765688433465597
Mahindra XUV500 W10 AWD,2019,1800000,10000,Diesel,Individual,Manual,First Owner,7,16.0,2179,140.0,330.0,14.403297222866392
Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,5,22.0,1197,81.8,113.0,13.369223455335854
Maruti Wagon R AMT VXI,2017,350000,50000,Petrol,Individual,Automatic,First Owner,5,20.51,998,67.0,90.0,12.765688433465597
Tata Nexon 1.2 Revotron XE,2018,600000,30000,Petrol,Individual,Manual,First Owner,5,17.0,1198,108.5,170.0,13.304684934198283
Hyundai Verna 1.6 CRDi SX,2015,575000,23000,Diesel,Individual,Manual,First Owner,5,23.9,1582,126.2,259.9,13.262125319779487
Mahindra Thar CRDe ABS,2019,974000,15000,Diesel,Individual,Manual,First Owner,6,16.55,2498,105.0,247.0,13.789166582624672
Maruti Wagon R AMT VXI,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,5,20.51,998,67.0,90.0,13.005829561148378
Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.76,200.0,13.270783382522602
Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,5,22.1,1396,88.7,219.7,13.864300722133706
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,50000,Diesel,Individual,Manual,First Owner,5,22.77,1498,98.59,205.0,13.304684934198283
Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,5,18.16,1196,86.8,112.0,12.821258284620408
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,5,18.2,1061,64.0,84.0,11.918390573078392
Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,90.0,13.087771932634709
Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,13.060487973686241
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,200.0,13.764217263576723
Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,5,17.01,1591,121.3,154.9,13.017002861746503
Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,5,17.6,1496,88.7,132.0,12.751299696013497
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,5,20.89,1197,81.8,113.0,13.304684934198283
Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,5,19.0,998,66.1,90.0,12.611537753638338
Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,5,18.2,998,67.1,90.0,11.982929094215963
Maruti Eeco CNG 5 Seater AC BSIV,2012,220000,270000,CNG,Individual,Manual,First Owner,5,15.358,1196,61.7,85.0,12.301382825334498
Honda City 2017-2020 EXi,2007,138000,120000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78.0,6867.0,11.835008964139341
Toyota Qualis FS F7,2000,100000,250000,Diesel,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,11.512925464970229
Maruti Swift Dzire VXi,2010,231000,80000,Petrol,Individual,Manual,Third Owner,5,17.5,1298,85.8,114.0,12.35017298950393
Mahindra XUV500 W8 4WD,2013,800000,120000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140.0,330.0,13.592367006650065
Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,5,17.0,1197,108.6,200.0,13.77468856344402
Maruti Wagon R LXI Minor,2009,120000,70000,Petrol,Individual,Manual,Second Owner,5,18.9,1061,67.0,84.0,11.695247021764184
Maruti Wagon R VXI BS IV,2012,270000,40000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,90.0,12.506177237980511
Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,5,21.1,1197,85.8,114.0,12.206072645530174
Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,5,18.6,1197,85.8,114.0,12.70076888736628
Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.32,259.8,12.976180867226248
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,Petrol,Individual,Manual,First Owner,5,18.78,999,75.0,95.0,13.244581010128577
Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,Petrol,Individual,Manual,First Owner,5,15.37,1196,73.0,101.0,12.873902018105829
Hyundai i20 1.4 CRDi Sportz,2011,250000,120000,Diesel,Individual,Manual,Third Owner,5,23.0,1396,90.0,219.744,12.429216196844383
Chevrolet Spark 1.0 LT,2011,165000,70000,Petrol,Individual,Manual,First Owner,5,18.0,995,62.0,90.3,12.013700752882718
Honda City 1.5 S MT,2011,421000,105000,Petrol,Individual,Manual,First Owner,5,17.0,1497,118.0,146.0,12.950388112664518
Hyundai Accent Executive,2012,225000,109322,Petrol,Individual,Manual,Second Owner,5,16.36,1495,93.7,124.6,12.323855681186558
Nissan Sunny Diesel XV,2013,350000,120000,Diesel,Individual,Manual,First Owner,5,21.64,1461,84.8,200.0,12.765688433465597
Jeep Compass 2.0 Limited,2018,1757000,24000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170.0,350.0,14.379118367169234
Tata Tiago NRG Petrol,2018,515000,35000,Petrol,Individual,Manual,First Owner,5,24.0,1199,83.81,114.0,13.151922179645874
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,Diesel,Individual,Manual,Second Owner,5,23.65,1248,88.5,200.0,13.592367006650065
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,7,10.5,2179,120.0,290.0,11.695247021764184
Maruti Wagon R AMT VXI,2015,400000,20000,Petrol,Individual,Automatic,First Owner,5,20.51,998,67.0,90.0,12.89921982609012
Hyundai Santro Xing XG AT eRLX Euro II,2004,80000,90000,Petrol,Individual,Automatic,Second Owner,5,19.2,1248,82.0,180.0,11.289781913656018
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,300000,60000,Diesel,Individual,Manual,First Owner,5,20.3,1248,75.0,197.0,12.611537753638338
Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,5,13.5,2179,115.0,277.5,12.89921982609012
Maruti Wagon R LX BSIII,2009,235000,70000,Petrol,Individual,Manual,Second Owner,5,17.3,1061,64.0,4905.0,12.367340793126296
Maruti Wagon R VXI BS IV,2015,350000,40000,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,90.0,12.765688433465597
Maruti Swift Dzire VDI,2017,625000,34000,Diesel,Individual,Manual,Second Owner,5,28.4,1248,74.02,190.0,13.345506928718539
Tata Tigor 1.2 Revotron XZ,2018,550000,10000,Petrol,Individual,Manual,First Owner,5,20.3,1199,84.0,114.0,13.217673557208654
Mahindra Bolero 2011-2019 SLX,2015,550000,80000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,195.0,13.217673557208654
Honda City 2017-2020 GXi,2006,220000,100000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78.0,6867.0,12.301382825334498
Hyundai Grand i10 Sportz,2016,412000,25000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,12.928778628331663
Maruti Wagon R LXI Minor,2009,126000,52000,Petrol,Individual,Manual,Second Owner,5,18.9,1061,67.0,84.0,11.744037185933616
Maruti Swift Dzire VDI,2013,430000,63000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,12.971540487669746
Maruti A-Star Vxi,2009,130000,90000,Petrol,Individual,Manual,Second Owner,5,19.0,998,66.1,90.0,11.77528972943772
Tata Tiago 1.2 Revotron XM,2017,350000,60000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.765688433465597
Maruti Alto LX,2011,220000,35000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,62.0,12.301382825334498
Ford Figo Diesel ZXI,2010,200000,110000,Diesel,Individual,Manual,Second Owner,5,20.0,1399,68.0,160.0,12.206072645530174
Maruti Swift Dzire VDI,2017,620000,61000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74.0,190.0,13.337474757021274
Maruti Omni Limited Edition,2013,150000,66000,Petrol,Individual,Manual,First Owner,8,14.7,796,37.0,62.0,11.918390573078392
Datsun GO Plus Anniversary Edition,2018,450000,80000,Petrol,Individual,Manual,First Owner,7,20.62,1198,67.0,104.0,13.017002861746503
Hyundai Creta 1.6 CRDi SX Plus,2017,1150000,27000,Diesel,Individual,Manual,Second Owner,5,19.67,1582,126.2,259.9,13.955272500339433
Maruti Wagon R VXI BS IV,2011,246000,139000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,90.0,12.4130868149145
Maruti 800 AC,2008,65000,10000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,11.082142548877775
Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,Diesel,Individual,Manual,First Owner,5,21.7,1498,98.96,215.0,13.493926933836812
Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,125000,Diesel,Individual,Automatic,First Owner,5,22.32,1582,126.32,259.8,13.508985397711013
Maruti Swift Dzire VDI,2018,700000,45000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.458835614025542
Chevrolet Spark 1.0 LT,2011,150000,30000,Petrol,Individual,Manual,First Owner,5,18.0,995,62.0,90.3,11.918390573078392
Maruti Alto LXi,2010,180000,80500,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,12.100712129872347
Toyota Etios Liva VXD,2014,409999,200000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,170.0,12.923909999653127
Mahindra Bolero 2011-2019 SLX,2013,550000,60000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,195.0,13.217673557208654
Maruti 800 AC Uniq,2004,50000,18000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,10.819778284410283
Maruti Zen D,2006,80000,110000,Diesel,Individual,Manual,Second Owner,5,20.8,1527,58.0,789.0,11.289781913656018
Maruti Alto LX,2005,110000,90000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.608235644774552
Honda City 2017-2020 GXi,2006,180000,120000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78.0,6867.0,12.100712129872347
Maruti Swift Dzire VDI,2017,605000,127000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.312983737012978
Audi Q7 3.0 TDI Quattro,2009,1025000,120000,Diesel,Individual,Automatic,Third Owner,7,12.07,2967,241.4,550.0,13.840203170554645
Tata Hexa XTA,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,7,17.6,2179,153.86,400.0,14.077874822431765
Mahindra XUV500 W7 BSIV,2018,1150000,29000,Diesel,Individual,Manual,First Owner,7,15.1,2179,152.87,360.0,13.955272500339433
Maruti Baleno Delta 1.2,2016,480000,65755,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,115.0,13.081541382884074
Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,7,16.0,2179,140.0,330.0,13.864300722133706
Hyundai EON Era Plus,2017,310000,15000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,74.5,12.644327576461329
Maruti Swift Dzire VDI,2014,500000,60000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,13.122363377404328
Maruti Alto K10 VXI AGS Optional,2017,350000,15500,Petrol,Individual,Automatic,First Owner,5,23.95,998,67.1,90.0,12.765688433465597
Honda Amaze S i-Dtech,2015,365000,120000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,200.0,12.80765263256463
Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,Diesel,Individual,Manual,Third Owner,10,14.6,2956,63.0,1962.0,11.512925464970229
Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63.0,180.0,12.388394202324129
Mahindra Marazzo M2 BSIV,2019,925000,40000,Diesel,Individual,Manual,First Owner,7,17.3,1497,121.0,300.0,13.737549016494562
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,15000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,112.0,13.287877815881902
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,80000,Diesel,Individual,Manual,Second Owner,8,12.99,2494,100.6,200.0,13.487006490992238
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,110000,Diesel,Individual,Automatic,First Owner,8,11.79,2179,120.0,290.0,13.102160670086809
Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,Diesel,Individual,Automatic,First Owner,5,22.0,1582,126.2,259.87,13.997832114758229
Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,Diesel,Individual,Manual,First Owner,5,19.09,1405,69.01,135.0,12.611537753638338
Volkswagen Polo Diesel Highline 1.2L,2013,365000,70000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,180.0,12.80765263256463
Mercedes-Benz New C-Class 200 K AT,2007,500000,120000,Petrol,Individual,Automatic,First Owner,5,11.7,1796,178.0,4905.0,13.122363377404328
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,112000,Diesel,Individual,Manual,Second Owner,8,12.99,2494,100.6,200.0,13.710150042306449
Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,35000,Diesel,Individual,Manual,First Owner,5,24.0,1186,73.97,190.24,13.458835614025542
Renault Duster 110PS Diesel RxZ,2017,880000,50000,Diesel,Individual,Manual,First Owner,5,19.6,1461,108.45,245.0,13.687677186454389
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,120000,Diesel,Individual,Manual,Second Owner,7,12.05,2179,120.0,290.0,12.84792653170257
Toyota Corolla H2,2006,150000,90000,Petrol,Individual,Manual,Third Owner,5,13.4,1794,125.0,1962.0,11.918390573078392
Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CNG,Individual,Manual,Second Owner,5,18.41,998,67.1,90.0,12.367340793126296
Renault KWID 1.0 RXT Optional,2018,320000,20000,Petrol,Individual,Manual,First Owner,5,23.01,999,67.0,91.0,12.676076274775909
Renault Duster 85PS Diesel RxL,2015,550000,60000,Diesel,Individual,Manual,First Owner,5,20.45,1461,83.8,200.0,13.217673557208654
BMW 5 Series 520d Luxury Line,2016,3200000,40000,Diesel,Individual,Automatic,First Owner,5,18.12,1995,190.0,400.0,14.978661367769956
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,440000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,200.0,13.527828485512494
Mahindra TUV 300 T6 Plus,2017,645000,60000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100.0,240.0,13.37700559577791
Maruti Wagon R VXI BS IV,2015,300000,110000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.611537753638338
Hyundai i20 Active 1.4,2016,580000,152000,Diesel,Individual,Manual,First Owner,5,21.19,1396,88.73,219.66,13.270783382522602
Hyundai i20 1.2 Asta,2011,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,5,17.0,1197,80.0,111.834,12.301382825334498
Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,195.0,13.019222618484815
Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,Petrol,Individual,Manual,First Owner,5,17.0,1198,108.5,170.0,13.652991628466498
Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,12.611537753638338
Ford Figo 1.2P Trend MT,2016,350000,60000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,112.0,12.765688433465597
Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CNG,Individual,Manual,First Owner,5,15.358,1196,63.0,83.0,12.611537753638338
Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,5,15.358,1196,63.0,83.0,12.873902018105829
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,Diesel,Individual,Manual,First Owner,8,12.99,2494,100.6,200.0,13.997832114758229
Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,Petrol,Individual,Manual,First Owner,5,17.0,1198,73.75,110.0,13.217673557208654
Maruti Swift VDI,2012,300000,110000,Diesel,Individual,Manual,Third Owner,5,22.9,1248,74.0,190.0,12.611537753638338
Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,Diesel,Individual,Manual,First Owner,5,23.0,1396,90.0,219.744,12.765688433465597
Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,Diesel,Individual,Manual,Second Owner,5,19.67,1582,126.2,259.9,13.687677186454389
Hyundai Accent Executive CNG,2010,160000,120000,CNG,Individual,Manual,Second Owner,5,9.239999999999998,1495,93.7,124.5,11.982929094215963
Hyundai i20 Active 1.4 SX,2016,660000,110000,Diesel,Individual,Manual,First Owner,5,21.19,1396,88.73,220.0,13.399995114002609
Tata Zest Revotron 1.2T XMS,2015,450000,40000,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,140.0,13.017002861746503
Volkswagen Polo GT TDI,2012,400000,110000,Diesel,Individual,Manual,Second Owner,5,19.7,1598,103.6,250.0,12.89921982609012
Mahindra Scorpio S7 120,2019,1300000,20000,Diesel,Individual,Manual,First Owner,7,16.36,2179,120.0,280.0,14.077874822431765
Ford Figo Diesel Celebration Edition,2013,229999,230000,Diesel,Individual,Manual,First Owner,5,20.0,1399,68.1,160.0,12.345830240069793
Chevrolet Beat LT,2010,140000,60000,Petrol,Individual,Manual,First Owner,5,18.6,1199,79.4,108.0,11.84939770159144
Maruti Zen Estilo LXI BS IV,2012,195000,35000,Petrol,Individual,Manual,Second Owner,5,19.0,998,67.1,90.0,12.180754837545884
Tata Nano Cx BSIII,2012,60000,45000,Petrol,Individual,Manual,First Owner,4,25.4,624,38.0,51.0,11.002099841204238
Tata Zest Revotron 1.2T XM,2016,400000,25000,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,140.0,12.89921982609012
Hyundai i20 Magna 1.2,2014,400000,10000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,114.7,12.89921982609012
Maruti Wagon R VXI Optional,2018,380000,19000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.84792653170257
Maruti Baleno Delta 1.2,2019,579000,10000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,115.0,13.269057756555132
Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,6,18.15,1198,82.0,115.0,12.89921982609012
Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,Petrol,Individual,Manual,First Owner,5,20.36,1197,78.9,111.7,12.506177237980511
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,195.0,13.122363377404328
Tata Tiago 1.2 Revotron XT,2017,475000,20000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,13.071070083016778
Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,5,19.87,1461,83.14,200.0,13.652991628466498
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,Diesel,Individual,Manual,First Owner,7,12.05,2179,120.0,290.0,13.071070083016778
Maruti Swift Dzire Ldi BSIV,2012,370000,210000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,190.0,12.821258284620408
Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,99.04,12.138863895836725
Hyundai i10 Magna,2008,195000,110000,Petrol,Individual,Manual,Second Owner,5,20.36,1197,78.9,111.7,12.180754837545884
Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,Diesel,Individual,Manual,First Owner,7,13.93,2179,138.03,320.0,13.038979594549872
Toyota Corolla AE,2004,135000,90000,Petrol,Individual,Manual,Second Owner,5,13.4,1794,125.0,1962.0,11.813030057420567
Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,200.0,13.652991628466498
Maruti Wagon R VXI BS IV,2016,385000,26000,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,90.0,12.86099861326992
Hyundai Verna CRDi SX,2006,135000,120000,Diesel,Individual,Manual,Second Owner,5,16.8,1493,110.0,7357.5,11.813030057420567
Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,62.0,11.695247021764184
Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Diesel,Individual,Manual,Second Owner,7,13.93,2956,138.1,320.0,12.206072645530174
Maruti Ciaz ZXi,2016,700000,20000,Petrol,Individual,Manual,First Owner,5,20.73,1373,91.1,130.0,13.458835614025542
Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,5,23.57,1396,70.0,140.0,12.577636201962656
Maruti Swift Dzire ZDI Plus,2017,725000,60000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.493926933836812
Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Individual,Manual,First Owner,10,12.2,1948,68.0,4905.0,12.206072645530174
Maruti Omni E MPI STD BS IV,2014,155000,80000,Petrol,Individual,Manual,First Owner,8,16.8,796,34.2,59.0,11.951180395901384
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,5,15.0,1991,194.4,300.0,15.464169183551656
BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,5,22.48,1995,187.74,400.0,15.201804919084164
Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,5,12.0,2354,187.4,226.0,14.316285845876763
Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,85.8,114.0,12.542544882151386
Tata Tigor 1.2 Revotron XE,2019,450000,25000,Petrol,Individual,Manual,First Owner,5,20.3,1199,84.0,114.0,13.017002861746503
Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Individual,Manual,Second Owner,5,15.9,1298,85.0,110.0,11.813030057420567
Mahindra XUV500 W4,2014,650000,40000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.38472764187182
Maruti Baleno Delta,2020,650000,7300,Petrol,Individual,Manual,First Owner,5,21.01,1197,81.8,113.0,13.38472764187182
Maruti Ciaz 1.3 Sigma,2018,750000,25000,Diesel,Individual,Manual,First Owner,5,28.09,1248,88.5,200.0,13.527828485512494
Maruti Alto LXi,2010,150000,100000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,62.0,11.918390573078392
Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77.0,190.0,13.122363377404328
Toyota Etios GD,2012,311000,100000,Diesel,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,12.647548191161372
Hyundai Verna 1.6 SX,2013,425000,80000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,259.8,12.959844447906553
Hyundai i10 Magna,2010,260000,60000,Petrol,Individual,Manual,First Owner,5,20.36,1197,78.9,111.7,12.468436909997665
Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,Diesel,Individual,Manual,Second Owner,5,20.14,1498,88.8,230.0,12.89921982609012
Hyundai Santro Xing GL,2008,175000,40000,Petrol,Individual,Manual,First Owner,5,0.0,1086,62.0,96.1,12.072541252905651
Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Individual,Manual,Second Owner,5,14.979999999999999,1586,103.3,145.0,12.429216196844383
Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Individual,Manual,First Owner,5,19.7,1598,103.6,250.0,12.89921982609012
Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63.0,180.0,12.765688433465597
Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74.0,190.0,13.091902108061824
Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,Diesel,Individual,Manual,Second Owner,5,20.14,1498,88.5,230.0,12.765688433465597
Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,7,12.55,2982,168.7,360.0,14.151982794585487
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,5,27.3,1498,98.6,200.0,13.122363377404328
